Ticket,NF,Data Ocorrência,Ocorrência,Parceiro, Valor , Produto , Emissão ,Quantidade,Categoria Produto,UF,SKU
#32877,110174,22/08/2023,Avaria,Tecmar," R$  772,09 ",Painel Solar Fotovoltaico Luxen LNVU-550M Mono (550Wp),2023-08-14,1,Painel 550 Wp,SC,10305
#32868,109968,22/08/2023,Avaria,Mira," R$  1.211,15 ",BATERIA ESTACIONÁRIA FULGURIS FGCL 150 D (150AH),2023-08-10,1,Bateria 150 Ah,MS,20025
#32859,5363,22/08/2023,Extravio,Gran Cargo," R$  2.574,24 ",Painel Solar Fotovoltaico Luxen LNVH-595M Mono (595Wp),2023-08-08,2,Painel 595 Wp,PB,10263
#32797,109753,16/08/2023,Avaria,TNT," R$  328,78 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-08-08,1,Painel 155 Wp,SC,10141
#32733,109619,15/08/2023,Avaria,TNT," R$  310,49 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-08-04,1,Painel 155 Wp,PR,10141
#32733,109619,15/08/2023,Avaria,TNT," R$  520,38 ",Painel Solar Fotovoltaico Osda ODA280-30-P Poli (280Wp),2023-08-04,1,Painel 280 Wp,PR,10092
#32894,109673,23/08/2023,Avaria,Total," R$  160,55 ",Painel Solar Fotovoltaico Resun RSM030P (30Wp),2023-08-04,1,Painel 30 Wp,PR,10089
#33130,109463,05/09/2023,Avaria,Tecmar," R$  206,10 ",Painel Solar Fotovoltaico Resun RSM060P (60Wp),2023-08-01,1,Painel 60 Wp,PR,10088
#32655,109274,07/08/2023,Avaria,TNT," R$  549,55 ",Painel Solar Fotovoltaico Osda ODA280-30-P Poli (280Wp),2023-07-28,1,Painel 280 Wp,SP,10092
#32609,109269,02/08/2023,Avaria,RodomaxLog," R$  2.420,00 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-07-28,8,Painel 155 Wp,SP,10141
#32667,109242,07/08/2023,Avaria,TNT," R$  890,94 ",Painel Solar Fotovoltaico Resun RS7E-210M (210Wp),2023-07-27,2,Painel 210 Wp,RS,10165
#32484,109022,27/07/2023,Avaria,Correios," R$  999,00 ",Bomba Solar Shurflo 8000 12V,2023-07-24,1,Bomba Solar,PR,10106
#32375,108955,25/07/2023,Extravio,RodomaxLog," R$  297,96 ",Painel Solar Fotovoltaico Sinosola SA10-36P (10Wp),2023-07-21,4,Painel 100 Wp,SP,10000580
#32551,108692,15/08/2023,Extravio,TNT," R$  2.047,32 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA575-36V-MH TOPCON (575WP) 2.0M CABO,2023-07-18,2,Painel 575 Wp,PA,20684
#32640,108593,17/07/2023,Extravio,Total," R$  383,76 ",Controlador de Carga Epever LandStar série EU 10A 12/24V (LS1024EU),2023-07-17,4,Controlador 10A,ES,10075
#32773,108653,17/08/2023,Extravio,Correios," R$  1.633,07 ",INVERSOR SENOIDAL EPEVER IPOWER PLUS(T) IP1000-21 - 1000W / 24VCC / 110VCA TROP,2023-07-17,1,Inversor 1000W,PA,20644
email,108612,08/08/2023,Extravio,Correios," R$  540,22 ",Controlador de Carga MPPT Epever 30A 12/24V XTRA3210N-XDS2,2023-07-17,1,Controlador 30A,PA,10071
#32544,108556,31/07/2023,Avaria,TNT," R$  1.284,00 ",Painel Solar Fotovoltaico Luxen LNVU-550M Mono (550Wp),2023-07-14,1,Painel 550 Wp,SE,10305
#32267,108421,18/07/2023,Avaria,TNT," R$  115,32 ",Painel Solar Fotovoltaico Resun RSM020P (20Wp),2023-07-12,1,Painel 20 Wp,RS,10143
#32613,108290,02/08/2023,Avaria,Gran Cargo," R$  584,97 ",Painel Solar Fotovoltaico Osda ODA280-30-P Poli (280Wp),2023-07-11,1,Painel 280 Wp,TO,10092
#32197,108335,14/07/2023,Avaria,RodomaxLog," R$  303,65 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-07-11,1,Painel 155 Wp,SP,10141
#32199,108327,14/07/2023,Extravio,TNT," R$  612,87 ",Painel Solar Fotovoltaico Osda ODA330-36-P Poli (330Wp),2023-07-11,1,Painel 330 Wp,SP,10091
#32539,108265,31/07/2023,Avaria,Gran Cargo," R$  511,10 ",Painel Solar Fotovoltaico Resun RSM100P (100Wp),2023-07-10,2,Painel 100 Wp,MG,10142
#32343,108143,24/07/2023,Avaria,Gran Cargo," R$  568,80 ",PERFIL 240CM PARA 1 PAINEL P. MASTER REV,2023-07-07,8,Estrutura,PA,20821
#32244,108086,18/06/2023,Avaria,TNT," R$  949,05 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA545-36V-MH PERC (545WP),2023-07-06,1,Painel 545 Wp,SP,20305
#32200,107916,21/07/2023,Extravio,TNT," R$  6,72 ",CABO FOTOVOLTÁICO LAFEBER 6MM² PRETO,2023-07-04,1,Cabo,RJ,20020
#32200,107916,21/07/2023,Extravio,TNT," R$  13,71 ",Conector MC4 - Proauto (par)- Rev.,2023-07-04,1,Conector MC4,RJ,10051
#32114,5168,11/07/2023,Avaria,Alfa," R$  1.284,00 ",Painel Solar Fotovoltaico Luxen LNVU-550M Mono (550Wp),2023-07-03,1,Painel 550 Wp,SP,10305
#32112,107877,11/07/2023,Avaria,TNT," R$  634,36 ",Painel Solar Fotovoltaico Osda ODA330-36-P Poli (330Wp),2023-07-03,1,Painel 330 Wp,SP,10091
#32109,5206,11/07/2023,Avaria,Alfa," R$  1.284,00 ",Painel Solar Fotovoltaico Luxen LNVU-550M Mono (550Wp),2023-07-03,1,Painel 550 Wp,SP,10305
#32288,5204,14/07/2023,Avaria,Alfa," R$  1.284,00 ",Painel Solar Fotovoltaico Luxen LNVH-595M Mono (595Wp),2023-07-03,1,Painel 595 Wp,MG,10263
#32472,107749,26/07/2023,Avaria,Gran Cargo," R$  95,20 ",CARREGADOR SOLAR PORTÁTIL NEOSOLAR (5W / 5V / 1A),2023-06-30,1,Carregador Solar,PA,20104
#32365,5185,25/07/2023,Avaria,Solistica," R$  2.568,00 ",PAINEL SOLAR FOTOVOLTAICO LUXEN LNVU-550M (550WP),2023-06-30,2,Painel 550 Wp,SP,20295
#32288,5190,19/07/2023,Avaria,Alfa," R$  1.284,00 ",Painel Solar Fotovoltaico Luxen LNVU-550M Mono (550Wp),2023-06-30,1,Painel 550 Wp,MG,10305
#32098,107821,10/07/2023,Avaria,Tecmar," R$  299,85 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-06-30,1,Painel 155 Wp,SC,10141
#32359,107671,24/07/2023,Extravio,Correios," R$  622,82 ",Controlador de Carga MPPT Epever 40A 12/24V XTRA4210N-XDS2,2023-06-29,1,Controlador 40A,PA,10070
email,107592,10/08/2023,Extravio,TNT," R$  729,59 ",Controlador de Carga MPPT Epever 40A 12/24V XTRA4210N-XDS2,2023-06-28,1,Controlador 40A,MA,10070
#32066,107552,07/07/2023,Avaria,TNT," R$  944,10 ",Painel Solar Fotovoltaico Luxen LNVU-550M Mono (550Wp),2023-06-28,1,Painel 550 Wp,ES,10305
#32293,5157,19/07/2023,Avaria,Alfa," R$  926,70 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA575-36V-MH TOPCON (575WP) 2.0M CABO,2023-06-27,1,Painel 575 Wp,SP,20684
#32616,107473,02/08/2023,Avaria,TNT," R$  620,10 ",Painel Solar Fotovoltaico Osda ODA330-36-P Poli (330Wp),2023-06-27,8,Painel 330 Wp,PI,10091
#31912,107395,30/06/2023,Avaria,TNT," R$  312,72 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-06-26,1,Painel 155 Wp,SP,10141
#31872,107422,29/06/2023,Avaria,TNT," R$  449,10 ",Painel Solar Fotovoltaico Resun RS7E-210M (210Wp),2023-06-26,1,Painel 210 Wp,SP,10165
#32064,107334,07/07/2023,Avaria,TNT," R$  699,00 ",Painel Solar Fotovoltaico Osda ODA330-36-P Poli (330Wp),2023-06-23,1,Painel 330 Wp,SC,10091
#32003,107321,06/07/2023,Extravio,Total," R$  486,62 ",Controlador de Carga MPPT Epever 30A 12/24V XTRA3210N-XDS2,2023-06-23,1,Controlador 30A,SP,10071
#31956,107295,04/07/2023,Avaria,Tecmar," R$  191,22 ",Painel Solar Fotovoltaico Resun RSM060P (60Wp),2023-06-23,1,Painel 60 Wp,RS,10088
#31806,107214,03/07/2023,Extravio,RodomaxLog," R$  89,10 ","BOIA DE NÍVEL ANAUGER 15A - 3,5M",2023-06-22,1,Boia de Nível,SP,20031
#31801,107071,07/07/2023,Extravio,TNT," R$  282,00 ",Controlador de Carga com display Epever ViewStar série AU 20A 12/24V (VS2024AU),2023-06-20,1,Controlador 20A,SP,10079
#31953,106955,04/07/2023,Extravio,Total," R$  622,81 ",Controlador de Carga MPPT Epever 40A 12/24V XTRA4210N-XDS2,2023-06-19,1,Controlador 40A,PR,10070
email,106955,21/08/2023,Extravio,Total," R$  699,10 ",Controlador de Carga MPPT Epever 40A 12/24V XTRA4210N-XDS2,2023-06-19,1,Controlador 40A,PR,10070
#32021,106889,24/07/2023,Extravio,TNT," R$  454,71 ",CONTROLADOR DE CARGA COM DISPLAY EPEVER VIEWSTAR SERIE AU 10A 12/24V (VS1024AU),2023-06-16,3,Controlador 10A,BA,20126
#32021,106889,24/07/2023,Extravio,TNT," R$  634,42 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-06-16,2,Painel 155 Wp,BA,10141
#31695,5083,21/06/2023,Avaria,Solistica," R$  1.399,00 ",Painel Solar Fotovoltaico Luxen LNVH-595M Mono (595Wp),2023-06-14,1,Painel 595 Wp,SP,10263
#32122,5066,11/07/2023,Avaria,Gran Cargo," R$  1.284,00 ",Painel Solar Fotovoltaico Luxen LNVH-595M Mono (595Wp),2023-06-13,1,Painel 595 Wp,PA,10263
#31735,106565,23/06/2023,Avaria,TNT," R$  350,55 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-06-13,1,Painel 155 Wp,CE,10141
#31983,106552,05/07/2023,Avaria,TNT," R$  332,10 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-06-13,1,Painel 155 Wp,BA,10141
#31461,106432,13/06/2023,Avaria,RodomaxLog," R$  302,05 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-06-12,1,Painel 155 Wp,SP,10141
#32129,5058,12/07/2023,Extravio,Exata Cargo," R$  20,00 ",KIT JUNÇÃO PERFIL H (4UND) P. MASTER REV,2023-06-07,1,Estrutura,BA,20822
#31450,106304,13/06/2023,Extravio,TNT," R$  928,53 ",Painel Solar Fotovoltaico Osda ODA420-36V-PH Poli (420Wp),2023-06-06,1,Painel 420 Wp,RS,10001946
#31930,106192,29/06/2023,Extravio,TNT," R$  1.364,25 ",,2023-06-05,1,,PI,
#31759,106023,26/06/2023,Avaria,TNT," R$  2.668,05 ",Painel Solar Fotovoltaico Luxen LNVU-550M Mono (550Wp),2023-05-31,3,Painel 550 Wp,AP,10305
#31418,106001,12/06/2023,Avaria,Alfa," R$  302,05 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-05-31,1,Painel 155 Wp,SP,10141
#31562,105909,16/06/2023,Extravio,TNT," R$  2.790,12 ",,2023-05-30,1,,PI,
#31744,4975,28/06/2023,Extravio,Tecmar," R$  34,50 ",Cabo Fotovoltáico Cabelauto 4mm² Preto 1.8KV Rev.,2023-05-29,5,Cabo,MG,10289
#31744,4975,28/06/2023,Extravio,Tecmar," R$  29,80 ",Conector MC4 - Proauto (par)- Rev.,2023-05-29,2,Conector MC4,MG,10051
#30272,105849,26/06/2023,Extravio,Correios," R$  1.140,30 ",Inversor Senoidal Epever IPower IP1500-11 - 1500W / 12Vcc / 120Vca TUC,2023-05-29,1,Inversor 1500W,,10125
#31290,105763,01/06/2023,Extravio,TNT," R$  730,34 ",Controlador de Carga MPPT Epever 40A 12/24V XTRA4210N-XDS2,2023-05-26,1,Controlador 40A,RS,10070
#31298,105564,02/06/2023,Avaria,TNT," R$  484,11 ",Painel Solar Fotovoltaico Resun RS7E-210M (210Wp),2023-05-23,1,Painel 210 Wp,RS,10165
#31272,105435,02/06/2023,Extravio,Total," R$  13,86 ",Conector MC4 - Proauto (par)- Rev.,2023-05-22,1,Conector MC4,SP,10051
#35183,105409,06/03/2024,Extravio,Correios," R$  2.569,97 ",INVERSOR/CARREGADOR EP UPOWER HI 3000W/ 50A MPPT/ 48VCC/ 220VCA (UP3000-HM5042),2023-05-19,1,Inversor 3000W,GO,20266
,105316,29/06/2023,Avaria,TNT," R$  1.287,12 ",Painel Solar Fotovoltaico Luxen LNVH-595M Mono (595Wp),2023-05-18,1,Painel 595 Wp,RJ,10263
#31504,105156,22/06/2023,Extravio,TNT," R$  678,04 ",Controlador de Carga MPPT Epever 40A 12/24V XTRA4210N-XDS2,2023-05-16,1,Controlador 40A,PI,10070
#31318,105092,12/06/2023,Extravio,TNT," R$  729,59 ",Controlador de Carga MPPT Epever 40A 12/24V XTRA4210N-XDS2,2023-05-15,1,Controlador 40A,MA,10070
#31025,104794,17/05/2023,Extravio,TNT," R$  14,90 ",Conector MC4 - Proauto (par)- Rev.,2023-05-10,1,Conector MC4,SP,10051
#31025,104794,17/05/2023,Extravio,TNT," R$  7,29 ",CABO FOTOVOLTÁICO LAFEBER 6MM² VERMELHO,2023-05-10,1,Cabo,SP,20021
#31025,104794,17/05/2023,Extravio,TNT," R$  7,29 ",Cabo Fotovoltáico Lafeber 6mm2 Preto,2023-05-10,1,Cabo,SP,
#30997,104685,15/03/2023,Extravio,RodomaxLog," R$  13,86 ",CONECTOR MC4 - PROAUTO (PAR) - REV,2023-05-09,1,Conector MC4,SP,20121
#31040,104526,19/05/2023,Extravio,Alfa," R$  229,00 ",Controlador de Carga Epever LandStar série E 30A 12/24V (LS3024EU),2023-05-04,1,Controlador 30A,SP,10073
#30906,104497,09/05/2023,Avaria,TNT," R$  687,27 ",Painel Solar Fotovoltaico Osda ODA330-36-P Poli (330Wp),2023-05-03,1,Painel 330 Wp,SC,10091
#30879,104462,08/05/2023,Extravio,TNT," R$  538,47 ",Painel Solar Fotovoltaico Osda ODA330-36-P Poli (330Wp),2023-05-03,1,Painel 330 Wp,MG,10091
#31066,104257,23/05/2023,Extravio,Total," R$  668,41 ",Controlador de Carga MPPT Epever 40A 12/24V XTRA4210N-XDS2,2023-04-28,1,Controlador 40A,RS,10070
email,4841,10/05/2023,Extravio,Solistica," R$  8,08 ",CABO FOTOVOLTÁICO LAFEBER 6MM² PRETO,2023-04-28,1,Cabo,,20020
#31049,104252,18/05/2023,Extravio,Gran Cargo," R$  1.952,30 ",BOMBA SOLAR TPON 3POL - 3TPS1.7-109-48-500 (ATÉ 109M),2023-04-28,1,Bomba Solar,MT,20053
#31066,104257,23/05/2023,Extravio,Total," R$  12,53 ","SENSOR DE TEMPERATURA EPEVER RTS300R47K3.81A (LS...BN, VS...BN)",2023-04-28,1,Estrutura,RS,20369
